current_age,race,sex,citizen,military,education,homeless_12mo_prior,jail_time_served,jail_time,arrest_year,admit_year,held_by,state,sentenced,controlling_offense,controlling_offense_type,arrested_during_status,firearm_at_offense,alc_at_offense,drug_at_offense,victim_hispanic,victim_race,victim_sex,victim_age,victim_known,victim_offense,max_time_est,censored,race_white,race_black
35,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2003,2005,State,MO,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,White,Female,Under 12 Years,Knew,Other Violent Offense,2,1,N,N
74,White,Male,Citizen,Veteran,Some College,No,Yes,1825,NA,NA,State,CA,Yes,Other Property,Property,Probation,No,No,NA,NA,NA,NA,NA,NA,NA,NA,1,Y,N
74,White,Male,Citizen,Veteran,High School Graduate,No,Yes,426,2010,2011,State,NC,Yes,Rape Sexual Assault,Violent,None,No,No,NA,No,White,Female,Under 12 Years,Knew,Rape,1,1,Y,N
21,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,182,2015,2015,State,GA,Yes,Other Property,Property,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
42,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,882,2011,2012,State,IL,Yes,NA,NA,None,No,NA,No,NA,NA,NA,NA,NA,NA,1,1,N,N
59,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2014,2016,State,MO,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,Black,Female,Under 12 Years,Knew,Other Violent Offense,2,1,N,Y
38,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,821,1996,1998,State,MS,Yes,Rape Sexual Assault,Violent,None,No,Yes,Yes,No,Black,Female,25 to 34,Knew,Rape,2,1,N,Y
46,White,Female,Citizen,Non-veteran,Less Than High School,No,No,0,2012,2012,Federal,TN,Yes,Drug Trafficking,Drug,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
45,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,304,2005,2006,State,TX,Yes,Robbery,Violent,None,No,No,Yes,No,American Indian/Alaska Native,Male,25 to 34,Knew,Other Violent Offense,1,1,N,N
39,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,1996,1997,State,CA,Yes,Homicide,Violent,None,Yes,No,No,Yes,White,NA,NA,NA,NA,1,1,N,N
32,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1460,2011,2014,State,MA,Yes,Other Public Order,Public order,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,3,1,N,Y
47,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,274,2014,2015,State,OH,Yes,Other Public Order,Public order,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
28,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2014,2015,State,NV,Yes,Other Violent,Violent,None,No,No,No,Yes,White,Female,12 to 17,Knew,Other Violent Offense,1,1,N,N
42,Hispanic,Female,Non-citizen,Non-veteran,High School Graduate,No,Yes,182,2015,2015,Federal,TX,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
32,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1338,2012,2016,Federal,KY,Yes,Drug Trafficking,Drug,Parole,No,No,No,NA,NA,NA,NA,NA,NA,4,1,N,Y
23,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2009,2011,State,TX,Yes,Homicide,Violent,None,No,No,No,No,White,Male,12 to 17,Knew,Murder / Manslaughter / Homicide,2,1,N,N
28,Hispanic,Female,Citizen,Non-veteran,Some College,No,Yes,4,2015,2016,Federal,TX,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
42,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,182,2013,2014,State,NY,Yes,Burglary,Property,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
54,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,21,2014,2015,State,PA,Yes,Other Public Order,Public order,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
30,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,548,2013,2015,State,PA,Yes,Robbery,Violent,None,No,No,No,Yes,Black,Male,35 to 54,Stranger,Other Violent Offense,2,1,N,Y
33,Black,Female,Citizen,Non-veteran,High School Graduate,Yes,Yes,274,2003,2003,State,IL,Yes,Homicide,Violent,None,Yes,No,Yes,NA,Black,NA,NA,NA,NA,0,1,N,Y
31,Black,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,213,2006,NA,State,FL,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,N,Y
64,White,Male,Citizen,Non-veteran,Some College,No,Yes,3,2004,2004,Federal,PA,Yes,Other Public Order,Public order,None,No,No,NA,NA,NA,NA,NA,NA,NA,0,1,Y,N
30,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2013,2014,Federal,OR,Yes,Weapons,Public order,Parole,Yes,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
24,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,821,2013,2014,State,OH,Yes,Homicide,Violent,None,Yes,NA,No,NA,Black,NA,NA,NA,NA,1,1,N,Y
54,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2013,2013,State,TX,Yes,Robbery,Violent,None,No,NA,NA,No,Black,Male,25 to 34,Knew,Other Violent Offense,0,1,N,Y
45,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1338,1995,1998,State,IL,Yes,Homicide,Violent,None,Yes,Yes,Yes,Yes,White,Male,18 to 24,Stranger,Murder / Manslaughter / Homicide,3,1,N,N
32,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,426,2014,2015,Federal,MI,Yes,Weapons,Public order,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
43,Black,Female,Citizen,Non-veteran,Less Than High School,No,No,0,2013,2015,State,MD,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,2,1,N,Y
68,Black,Male,Citizen,Veteran,College Degree or More,No,No,0,2014,2015,Federal,MO,Yes,Other Unspecified,Other,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,Y
28,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,15,2015,2016,State,OH,Yes,Drug Possession,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
26,White,Female,Citizen,Non-veteran,High School Graduate,Yes,Yes,78,2015,2016,State,WA,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
53,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,21,2012,2014,State,TX,Yes,Drug Possession,Drug,None,No,NA,No,NA,NA,NA,NA,NA,NA,2,1,N,N
44,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,166,2014,2015,State,MO,Yes,Other Public Order,Public order,None,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,Y,N
71,Hispanic,Male,Citizen,Non-veteran,Some College,No,No,0,2013,2015,State,LA,Yes,Rape Sexual Assault,Violent,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,N,N
36,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,4,2011,2012,State,AL,Yes,Drug Trafficking,Drug,Parole,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
29,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2011,2015,State,MS,Yes,Drug Possession,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,4,1,N,Y
27,American Indian/Alaska Native,Female,Citizen,Non-veteran,Less Than High School,No,Yes,182,2012,2013,State,SD,Yes,Other Property,Property,Parole,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
28,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,426,2009,2010,State,CA,Yes,Assault,Violent,None,Yes,No,Yes,Yes,Unknown,Male,18 to 24,Knew,Murder / Manslaughter / Homicide,1,1,N,Y
37,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,943,2008,2011,Federal,NY,Yes,Robbery,Violent,None,No,No,No,No,Black,Male,25 to 34,Stranger,Other Violent Offense,3,1,N,Y
32,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,426,2014,2015,Federal,WA,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
37,Hispanic,Female,Citizen,Non-veteran,High School Graduate,No,Yes,122,2016,2016,State,HI,Yes,Other Property,Property,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
34,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,1998,1999,State,NJ,Yes,Homicide,Violent,None,Yes,No,No,No,Black,Male,18 to 24,Stranger,Murder / Manslaughter / Homicide,1,1,N,Y
31,NA,Male,Citizen,Non-veteran,Less Than High School,No,Yes,152,2014,2016,State,NY,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,NA,NA
26,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,548,2012,2013,Federal,NY,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
28,Black,Female,Citizen,Non-veteran,High School Graduate,No,Yes,456,2014,2015,State,MD,Yes,Homicide,Violent,None,No,Yes,No,No,Black,Female,18 to 24,Knew,Murder / Manslaughter / Homicide,1,1,N,Y
54,Black,Female,Citizen,Veteran,Some College,No,Yes,11,2015,2016,Federal,GA,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
30,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,548,2009,2015,State,TN,Yes,Drug Trafficking,Drug,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,6,1,Y,N
32,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2014,NA,State,LA,Yes,Weapons,Public order,Parole,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y
22,American Indian/Alaska Native,Female,Citizen,Non-veteran,High School Graduate,No,Yes,243,2014,2015,State,NV,Yes,Other Public Order,Public order,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
30,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2012,2015,State,TX,Yes,Assault,Violent,None,No,No,No,No,Black,Female,18 to 24,Knew,Other Violent Offense,3,1,N,Y
22,NA,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2014,2015,State,OH,Yes,Weapons,Public order,None,Yes,No,No,NA,NA,NA,NA,NA,NA,1,1,NA,NA
44,Other,Male,Citizen,Non-veteran,Some College,No,Yes,19,2012,2013,State,OR,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,Asian/Native Hawaiian/Other Pacific Islander,Female,18 to 24,Knew,Rape,1,1,N,N
72,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,395,2014,2015,State,TX,Yes,Homicide,Violent,Parole,No,No,No,No,White,Male,55 or Older,Knew,Murder / Manslaughter / Homicide,1,1,N,N
38,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2012,2014,State,OK,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,2,1,Y,N
51,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,1997,1998,State,MI,Yes,Robbery,Violent,Parole,No,NA,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
57,White,Male,Citizen,Veteran,Less Than High School,No,Yes,206,1984,1985,State,CA,Yes,Homicide,Violent,Probation,Yes,Yes,Yes,NA,White,NA,NA,NA,NA,1,1,Y,N
32,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1095,2008,2011,State,SD,Yes,Weapons,Public order,Probation,Yes,No,Yes,NA,NA,NA,NA,NA,NA,3,1,N,N
47,Black,Female,Citizen,Non-veteran,High School Graduate,No,Yes,40,2014,2015,State,OK,Yes,Other Violent,Violent,Probation,No,No,No,No,White,Female,12 to 17,Stranger,Other Violent Offense,1,1,N,Y
42,White,Male,Citizen,Non-veteran,College Degree or More,No,Yes,152,2013,2013,State,IN,Yes,Other Public Order,Public order,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
30,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2016,2016,State,TX,Yes,Assault,Violent,None,No,No,No,Yes,White,Female,18 to 24,Knew,Other Violent Offense,0,1,N,N
29,Hispanic,Male,Citizen,Non-veteran,Some College,No,No,0,2012,2012,Federal,PR,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
34,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,122,2011,2012,Federal,TX,Yes,Drug Trafficking,Drug,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
32,Hispanic,Male,Citizen,Veteran,Some College,Yes,Yes,30,2016,2016,State,CA,Yes,Other Public Order,Public order,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
34,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,91,2005,2005,State,MO,Yes,Assault,Violent,Probation,No,Yes,Yes,NA,White,NA,NA,NA,NA,0,1,Y,N
33,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,3,2016,2016,State,AR,Yes,Other Property,Property,Parole,No,NA,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
29,Black,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,90,2014,2015,Federal,VA,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
30,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1369,2002,2006,State,FL,Yes,Homicide,Violent,None,Yes,NA,NA,No,Black,Male,25 to 34,Stranger,Murder / Manslaughter / Homicide,4,1,N,Y
22,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,146,2015,2016,State,PA,Yes,Robbery,Violent,None,No,No,Yes,No,Asian/Native Hawaiian/Other Pacific Islander,Male,35 to 54,Knew,Other Violent Offense,1,1,N,N
20,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,639,2014,2016,State,VA,Yes,Robbery,Violent,None,No,No,Yes,No,Black,Male,55 or Older,Stranger,Other Violent Offense,2,1,N,Y
47,Other,Female,Citizen,Non-veteran,Less Than High School,No,Yes,7,2014,2015,State,MO,Yes,Other Public Order,Public order,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
30,Hispanic,Male,Citizen,Non-veteran,College Degree or More,No,No,0,2010,2011,Federal,PR,Yes,Drug Trafficking,Drug,None,Yes,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
26,Black,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,30,2016,2016,State,NY,Yes,Weapons,Public order,Parole,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
42,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,5,2007,2010,Federal,GA,Yes,Drug Trafficking,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,3,1,N,Y
37,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,182,2015,2015,Federal,OH,Yes,Other Property,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
44,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,487,2010,2011,Federal,MO,Yes,Drug Trafficking,Drug,None,Yes,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
22,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,61,2014,2016,State,MS,Yes,Weapons,Public order,Probation,Yes,No,No,NA,NA,NA,NA,NA,NA,2,1,N,Y
36,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2015,2015,State,OH,Yes,Burglary,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
25,White,Male,Citizen,Non-veteran,High School Graduate,Yes,Yes,182,2013,2014,State,AZ,Yes,Assault,Violent,None,Yes,No,No,NA,White,NA,NA,NA,NA,1,1,Y,N
36,Hispanic,Male,Citizen,Veteran,Some College,No,Yes,700,2008,2010,State,PA,Yes,Assault,Violent,None,No,NA,No,NA,NA,NA,NA,NA,NA,2,1,N,N
57,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,3,2011,2012,State,KS,Yes,Homicide,Violent,None,No,Yes,No,No,White,Male,18 to 24,Stranger,Murder / Manslaughter / Homicide,1,1,Y,N
29,White,Male,Citizen,Non-veteran,Some College,No,No,0,2016,2016,Local,CT,No,Assault,Violent,NA,No,Yes,No,No,White,Male,35 to 54,Stranger,Other Violent Offense,0,0,Y,N
45,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2011,2011,State,FL,Yes,Robbery,Violent,None,No,Yes,No,No,White,Male,35 to 54,Stranger,Other Violent Offense,0,1,N,N
26,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,91,2014,2015,State,MS,Yes,Weapons,Public order,Probation,Yes,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
37,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2015,2015,State,AZ,Yes,Robbery,Violent,None,No,No,No,No,White,Female,12 to 17,Stranger,Other Violent Offense,0,1,N,N
43,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,265,2015,2016,Federal,GA,Yes,Drug Trafficking,Drug,None,No,NA,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
48,American Indian/Alaska Native,Female,Citizen,Non-veteran,High School Graduate,No,Yes,30,2002,NA,Federal,MN,Yes,Homicide,Violent,None,No,No,No,No,American Indian/Alaska Native,Male,55 or Older,Knew,Murder / Manslaughter / Homicide,NA,1,N,N
52,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,2,2015,2015,State,VA,Yes,Assault,Violent,Probation,No,Yes,No,No,White,Female,25 to 34,Stranger,Other Violent Offense,0,1,Y,N
29,Other,Female,Citizen,Non-veteran,Less Than High School,No,Yes,1703,2011,2015,State,IN,Yes,Burglary,Property,Parole,No,No,No,NA,NA,NA,NA,NA,NA,4,1,N,N
42,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,NA,2008,State,FL,Yes,Assault,Violent,Probation,No,No,No,No,White,Female,35 to 54,Knew,Other Violent Offense,NA,1,N,N
53,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,61,NA,2015,State,NY,Yes,NA,NA,Parole,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,1,N,N
39,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,30,2013,2013,State,AL,Yes,Burglary,Property,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
24,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2014,2015,State,MS,Yes,Robbery,Violent,Probation,Yes,No,Yes,No,White,Male,25 to 34,Stranger,Other Violent Offense,1,1,Y,N
46,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,61,2016,2016,State,NY,Yes,Weapons,Public order,Parole,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
38,White,Female,Citizen,Non-veteran,Less Than High School,NA,Yes,274,2015,2015,State,MS,Yes,Drug Possession,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
39,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,No,0,2001,2001,Federal,PR,Yes,Drug Trafficking,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
28,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,1,2014,2014,Federal,FL,Yes,Drug Possession,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
21,Hispanic,Female,Citizen,Non-veteran,Less Than High School,NA,Yes,152,2015,2016,State,UT,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
48,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,182,1990,1990,State,CA,Yes,Homicide,Violent,None,Yes,Yes,Yes,Yes,White,Male,35 to 54,Knew,Murder / Manslaughter / Homicide,0,1,N,N
25,White,Female,Citizen,Non-veteran,Some College,No,Yes,60,2015,2016,State,PA,Yes,Other Property,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
30,Black,Male,Citizen,Non-veteran,High School Graduate,NA,Yes,91,2009,2010,State,MI,Yes,Other Property,Property,Parole,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
32,Hispanic,Female,Citizen,Non-veteran,Less Than High School,No,Yes,7,2013,2015,Federal,PR,Yes,Other Drug,Drug,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,2,1,N,N
30,Other,Male,Citizen,Non-veteran,Some College,No,Yes,517,2013,2015,Federal,TN,Yes,Other Public Order,Public order,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,2,1,N,N
28,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,213,2013,2014,State,NC,Yes,Robbery,Violent,None,Yes,Yes,Yes,No,White,Male,35 to 54,Knew,Other Violent Offense,1,1,Y,N
33,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2013,2015,State,TX,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,N,N
34,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,335,2007,2007,State,CA,Yes,Rape Sexual Assault,Violent,None,No,No,No,Yes,White,Male,Under 12 Years,Knew,Rape,0,1,N,N
19,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,16,2014,2015,State,MI,Yes,Robbery,Violent,None,No,No,Yes,No,White,Male,35 to 54,Stranger,Other Violent Offense,1,1,N,Y
40,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,426,2015,2016,State,CA,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
25,Black,Male,Citizen,Non-veteran,Less Than High School,No,NA,NA,NA,NA,State,OH,Yes,Drug Possession,Drug,None,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,N,Y
46,White,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2015,2015,State,CT,No,Other Property,Property,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,0,0,Y,N
65,White,Female,Citizen,Non-veteran,High School Graduate,No,No,0,2014,2014,Federal,NC,Yes,Other Property,Property,None,No,No,NA,NA,NA,NA,NA,NA,NA,0,1,Y,N
32,White,Female,Citizen,Veteran,High School Graduate,NA,Yes,548,2010,2015,State,WV,Yes,Robbery,Violent,None,Yes,No,Yes,No,White,Female,18 to 24,Stranger,Other Violent Offense,5,1,Y,N
34,Hispanic,Female,Citizen,Non-veteran,Less Than High School,No,Yes,61,2012,2013,State,AZ,Yes,Other Public Order,Public order,Probation,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
53,Black,Male,Citizen,Veteran,Some College,No,Yes,821,2006,2008,State,OH,Yes,Robbery,Violent,None,No,Yes,Yes,NA,Unknown,NA,NA,NA,NA,2,1,N,Y
30,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2013,2014,State,NJ,Yes,Drug Trafficking,Drug,None,Yes,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
32,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,2013,2014,State,NV,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
27,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,75,2013,2016,State,TX,Yes,Assault,Violent,Probation,No,NA,Yes,No,White,Female,25 to 34,Knew,Other Violent Offense,3,1,N,N
28,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,882,2012,2015,Federal,NY,Yes,Weapons,Public order,None,No,No,NA,NA,NA,NA,NA,NA,NA,3,1,N,N
38,White,Male,Citizen,Non-veteran,Some College,No,Yes,213,2015,2016,State,OH,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
28,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2014,2015,State,AK,Yes,Other Public Order,Public order,Escape,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
61,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,No,0,1980,NA,Federal,-1,Yes,Other Violent,Violent,None,Yes,NA,NA,Yes,White,NA,NA,NA,NA,NA,1,N,N
49,Black,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2003,2008,State,LA,Yes,Drug Trafficking,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,5,1,N,Y
32,Other,Male,Citizen,Veteran,Some College,No,Yes,26,2016,2016,State,CT,No,Assault,Violent,NA,No,No,No,Yes,Black,Male,Under 12 Years,Knew,Other Violent Offense,0,0,N,N
24,Other,Male,Citizen,Non-veteran,High School Graduate,NA,Yes,91,2015,2015,State,CA,Yes,Other Property,Property,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
49,Hispanic,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,548,2014,2015,State,PA,Yes,Other Public Order,Public order,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
26,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,365,2010,2011,Federal,GA,Yes,Drug Trafficking,Drug,None,No,NA,No,NA,NA,NA,NA,NA,NA,1,1,N,N
24,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2010,2010,State,GA,Yes,NA,NA,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
50,Other,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,365,2006,2007,State,OH,Yes,Rape Sexual Assault,Violent,None,No,Yes,No,NA,White,NA,NA,NA,NA,1,1,N,N
41,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2008,2009,Federal,IL,Yes,Drug Trafficking,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
59,White,Male,Citizen,Non-veteran,High School Graduate,Yes,Yes,335,1982,1983,State,TX,Yes,Homicide,Violent,None,Yes,Yes,No,NA,White,NA,NA,NA,NA,1,1,Y,N
34,Other,Female,Citizen,Non-veteran,Less Than High School,No,Yes,63,2012,2013,State,IN,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
50,Black,Female,Citizen,Veteran,Less Than High School,Yes,Yes,730,2009,2010,State,NY,Yes,Robbery,Violent,None,No,Yes,No,No,Black,Male,55 or Older,Knew,Other Violent Offense,1,1,N,Y
38,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2005,2006,State,TX,Yes,Homicide,Violent,None,No,Yes,Yes,Yes,White,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,1,1,N,N
51,Other,Male,Citizen,Veteran,College Degree or More,No,Yes,1,2013,2014,Federal,IN,Yes,Other Property,Property,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
42,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,61,2015,2015,State,MS,Yes,Rape Sexual Assault,Violent,Probation,No,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
